category,path,added,removed,kind,previous_path
B7 Database portability and conformance,apps/backend/internal/persistence/storeconformance/testdata/upgrades/v0.93.0/manifest.json,3,2,test,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/profiles/profiles.yaml,4,0,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/dispatcher/dispatcher.go,67,0,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/dispatcher/dispatcher_test.go,52,0,test,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/models/continuation_scope.go,46,0,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/models/enums.go,53,0,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/models/models.go,106,0,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/repository/sqlite/base.go,2,8,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/repository/sqlite/base_test.go,6,0,test,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/repository/sqlite/run_events.go,1,1,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/repository/sqlite/runs.go,16,7,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/repository/sqlite/runs_queue_test.go,15,0,test,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/repository/sqlite/schema.go,114,0,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/repository/sqlite/session_lookup.go,19,0,source_or_docs,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/service/callback_test.go,38,0,test,
B5 Shared run ownership and dispatch,apps/backend/internal/runs/service/service.go,10,8,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/runtimeflags/registry.go,1,0,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/sysprompt/sysprompt.go,9,0,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/repository/sqlite/base_schema.go,1,0,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/repository/sqlite/builtin_workflow_test.go,21,0,test,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/repository/sqlite/comments_schema.go,21,0,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/repository/sqlite/is_from_office_test.go,15,0,test,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/repository/sqlite/task.go,10,2,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/service/service.go,1,0,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/service/service_access.go,13,2,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/service/service_events.go,2,0,source_or_docs,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/service/service_test.go,4,0,test,
"B8 CLI, auth, lifecycle, flags and other core seams",apps/backend/internal/task/share/redaction.go,14,201,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/AGENTS.md,1,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/ORCHESTRATION.md,7,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/agents/[id]/components/agent-configuration-tab.tsx,12,2,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/agents/[id]/components/open-conversation-button.tsx,41,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/agents/[id]/components/persona-executor-field.tsx,1,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/agents/[id]/layout.tsx,8,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/agents/agents-page-client.tsx,9,12,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/agents/components/create-agent-dialog.tsx,21,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/components/agent-avatar.test.tsx,13,0,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/components/agent-avatar.tsx,1,85,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/setup/workspace-office-setup.tsx,16,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/tasks/[id]/page.tsx,39,26,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/tasks/[id]/task-agent-navigation.tsx,39,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/tasks/[id]/types.ts,1,183,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/office/tasks/[id]/use-session-live-sync.ts,1,71,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/page-client.tsx,5,2,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/conversation-pane.tsx,84,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/conversation-route.tsx,114,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/orchestration-gate.tsx,18,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/orchestrator-connections.tsx,49,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/orchestrator-editor.tsx,196,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/orchestrator-fields.tsx,78,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/orchestrators-page.tsx,104,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/persona-icon-field.tsx,44,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/orchestration/roles-page.tsx,131,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/workspace/agents/agent-delegation-context.tsx,37,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/workspace/agents/agent-execution-profile.tsx,99,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/workspace/agents/connect-agent-dialog.tsx,158,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/workspace/agents/workspace-agent-card.tsx,91,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/workspace/agents/workspace-agents-page.tsx,61,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/settings/workspace/workspace-edit-client.tsx,2,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/app/tasks/[id]/kanban-task-shell.tsx,16,5,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/app-sidebar-footer.tsx,23,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/app-sidebar-new-task-item.tsx,1,2,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/app-sidebar-primary-nav.test.tsx,1,0,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/app-sidebar-primary-nav.tsx,2,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/orchestration-nav.tsx,72,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/sections/settings/settings-menu-branches.ts,5,2,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/sections/settings/settings-menu-sections.ts,8,2,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/sections/settings/settings-tree.tsx,2,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/sections/settings/use-settings-menu-branches.ts,3,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/app-sidebar/workspace-chief-nav.tsx,78,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/automations/automation-editor-sections.tsx,77,54,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/automations/automation-editor.tsx,3,2,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/automations/automation-payload.test.ts,28,0,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/automations/automation-payload.ts,23,16,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/automations/orchestrator-target-field.tsx,74,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/automations/runs-section.tsx,15,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/navigation/app-nav-sheet.tsx,2,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/runs/automation-detail-page.tsx,15,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/runs/run-feed-item.tsx,12,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/runs/run-status.ts,3,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/runs/runs-rail.tsx,1,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/settings/workspaces/workspace-overview-orchestration.tsx,17,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/settings/workspaces/workspace-section-links.test.tsx,10,1,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/settings/workspaces/workspace-section-links.tsx,53,33,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/settings/workspaces/workspace-settings-shell.tsx,5,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/shared/agent-avatar.tsx,85,0,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/shared/persona-executor-field.tsx,54,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/task/mobile/session-mobile-top-bar.tsx,2,0,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/OfficeSimplePane.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/OfficeSimplePane.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/chat-activity-tabs.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/chat-activity-tabs.tsx,52,39,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/chat-entries.test.ts,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/chat-entries.ts,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/comment-transport.ts,9,0,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/agents-multi-picker.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/agents-multi-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/approval-action-bar.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/approval-action-bar.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/approvers-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/assignee-picker.tsx,2,2,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/blockers-picker.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/blockers-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/labels-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/parent-picker.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/parent-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/pending-approval-badge.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/pending-approval-badge.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/priority-picker.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/priority-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/project-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/reviewers-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/run-error-entry.tsx,43,10,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/session-timeline-entry.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/session-timeline-entry.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/status-picker.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/status-picker.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/sub-issues-row.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/components/user-comment-run-badge.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/markdown-comment.test.tsx,28,0,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/markdown-comment.tsx,4,2,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/persona-identity-context.tsx,9,0,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/recovery-transport.ts,7,0,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/session-groups.test.ts,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/session-groups.ts,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/subtask-stepper.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/task-activity.tsx,8,4,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/task-chat-identity.test.tsx,55,0,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/task-chat-timeline-entries.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/task-chat.test.tsx,1,1,test,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/task-chat.tsx,21,18,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/task-link-context.tsx,5,0,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/task-properties.tsx,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/turn-context.ts,1,1,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/components/task/simple/types.ts,183,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/components/task/task-orchestrator-link.tsx,36,0,source_or_docs,
W1 Browser fixtures and scenarios,apps/web/e2e/fixtures/backend.ts,1,1,test,
W1 Browser fixtures and scenarios,apps/web/e2e/helpers/orchestration.ts,17,0,test,
W1 Browser fixtures and scenarios,apps/web/e2e/tests/office/chief-of-staff.spec.ts,171,0,test,
W1 Browser fixtures and scenarios,apps/web/e2e/tests/office/workspace-agent-connections.spec.ts,98,0,test,
W1 Browser fixtures and scenarios,apps/web/e2e/tests/orchestration/automation-orchestrator.spec.ts,67,0,test,
W1 Browser fixtures and scenarios,apps/web/e2e/tests/orchestration/workspace-orchestrators.spec.ts,241,0,test,
W1 Browser fixtures and scenarios,apps/web/e2e/tests/ssh/office-persona.spec.ts,109,0,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/hooks/domains/office/use-workspace-agents.ts,50,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/hooks/domains/orchestration/use-orchestration-data.ts,30,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/hooks/domains/orchestration/use-orchestrator-conversation.ts,37,0,source_or_docs,
"W2 Shared chat, identity and session rendering",apps/web/hooks/domains/session/use-session-live-sync.ts,71,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/hooks/domains/settings/use-settings-discovery.ts,12,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/hooks/use-kanban-onboarding-complete.ts,18,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/api/domains/office-api.ts,8,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/api/domains/orchestration-api.ts,74,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/api/domains/orchestration-conversation-api.test.ts,45,0,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/api/domains/orchestration-conversation-api.ts,49,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/api/domains/workspace-agents-api.ts,46,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/settings-discovery/catalog/standalone.ts,10,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/settings-discovery/resolve.ts,3,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/settings-discovery/types.ts,2,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/settings/office-setup.test.ts,21,0,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/settings/office-setup.ts,19,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/settings/workspace-settings-tabs.test.ts,19,0,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/settings/workspace-settings-tabs.ts,14,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/state/slices/features/types.ts,1,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/state/slices/office/routing-types.ts,1,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/types/agent-profile.ts,3,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/lib/types/automation.ts,5,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/en/automations.json,10,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/en/office.json,77,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/en/orchestration.json,44,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/pseudo/automations.json,10,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/pseudo/office.json,77,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/pseudo/orchestration.json,44,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/pt-pt/automations.json,10,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/pt-pt/orchestration.json,44,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/zh-cn/automations.json,10,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/zh-cn/orchestration.json,44,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/zh-hk/automations.json,10,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/zh-hk/orchestration.json,44,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/zh-tw/automations.json,10,1,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/locales/zh-tw/orchestration.json,44,0,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/office-routes.tsx,10,7,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/settings-routes.tsx,22,2,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/spa-routes.tsx,19,16,source_or_docs,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/spa-routing.test.ts,1,1,test,
"W3 Coordinator, Office, automation and navigation UI",apps/web/src/spa-routing.ts,10,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/decisions/2026-09-07-workspace-orchestration.md,21,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/decisions/2026-09-16-private-conversation-ownership.md,29,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/decisions/INDEX.md,2,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/chief-of-staff/local-testing.md,36,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/chief-of-staff/plan.md,44,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/chief-of-staff/task-01-persona.md,20,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/experiments.md,80,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/ownership-checkpoint.md,62,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/plan.md,207,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-01-durable-intake.md,73,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-02-objectives-routing.md,65,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-03-memory-context.md,74,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-04-capability-inventory.md,57,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-05-tool-authority.md,57,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-06-attention.md,56,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-07-input-resolution.md,57,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-08-assistant-ui.md,59,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-09-workflow-improvements.md,58,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-10-workspace-grants.md,59,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/personal-assistant/task-11-read-only-e2e.md,61,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/unified-workspace-orchestration/plan.md,20,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/unified-workspace-orchestration/task-01-integration.md,7,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/workspace-agents/plan.md,46,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/workspace-agents/task-01-connections.md,13,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/workspace-orchestrators/plan.md,82,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/plans/workspace-orchestrators/task-01-first-class-orchestration.md,11,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/public/automation-and-mcp.md,5,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/public/coverage.json,23,1,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/public/feature-status.md,1,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/public/meta.json,2,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/public/orchestration-personas.md,79,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/public/personal-assistant-api.md,60,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/specs/chief-of-staff/spec.md,43,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/specs/personal-assistant/spec.md,180,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/specs/unified-workspace-orchestration/spec.md,7,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/specs/workspace-agents/spec.md,23,0,source_or_docs,
"D1 Specifications, plans, ADRs and public docs",docs/specs/workspace-orchestrators/spec.md,28,0,source_or_docs,
